year,owner_type2,aldermanic,parcels,median_value,median_value_adj
2012,City of Milwaukee,7,48,38550,51255.31913497051
2012,City of Milwaukee,8,8,63200,84029.47261556773
2012,City of Milwaukee,9,15,23300,30979.220125676078
2012,City of Milwaukee landlord,1,2178,64100,85226.09485218184
2012,City of Milwaukee landlord,10,961,98700,131229.57194867937
2012,City of Milwaukee landlord,11,409,132800,176568.2589137246
2012,City of Milwaukee landlord,12,1623,58500,77780.44537991633
2012,City of Milwaukee landlord,13,363,128200,170452.18970436367
2012,City of Milwaukee landlord,14,1129,121700,161809.91799548408
2012,City of Milwaukee landlord,15,2844,36150,48064.32650399959
2012,City of Milwaukee landlord,2,1022,78400,104239.09261171694
2012,City of Milwaukee landlord,3,1224,184800,245706.43258476135
2012,City of Milwaukee landlord,4,468,115350,153367.08332604016
2012,City of Milwaukee landlord,5,620,105900,140802.54984159215
2012,City of Milwaukee landlord,6,2916,40300,53582.08459505348
2012,City of Milwaukee landlord,7,2463,61600,81902.14419492045
2012,City of Milwaukee landlord,8,1096,73550,97790.62833662986
2012,City of Milwaukee landlord,9,761,77300,102776.55432252193
2012,bank,1,109,65800,87486.38129911957
2012,bank,10,73,99000,131628.44602755073
2012,bank,11,54,119000,158220.0512856418
2012,bank,12,74,62300,82832.85037895365
2012,bank,13,53,111300,147982.28326127672
2012,bank,14,98,119100,158353.00931193223
2012,bank,15,88,46300,61559.566172480794
2012,bank,2,123,77500,103042.47037510284
2012,bank,3,23,199700,265517.17850203917
2012,bank,4,21,105000,139605.92760497803
2012,bank,5,71,102500,136281.97694771667
2012,bank,6,98,46350,61626.04518562602
2012,bank,7,135,70000,93070.61840331869
2012,bank,8,64,77650,103241.90741453852
2012,bank,9,77,99800,132692.11023787438
2012,outside WI landlord,1,308,63900,84960.17879960092
2012,outside WI landlord,10,170,110000,146253.8289195008
2012,outside WI landlord,11,93,127400,169388.52549404002
2012,outside WI landlord,12,181,61900,82301.01827379182
2012,outside WI landlord,13,97,121500,161544.00194290315
2012,outside WI landlord,14,212,130050,172911.91319073708
2012,outside WI landlord,15,310,34750,46202.91413593321
2012,outside WI landlord,2,234,77650,103241.90741453852
2012,outside WI landlord,3,262,194550,258669.84014808075
2012,outside WI landlord,4,374,169000,224699.06443086942
2012,outside WI landlord,5,218,102100,135750.14484255484
2012,outside WI landlord,6,380,42250,56174.766107717354
2012,outside WI landlord,7,383,70200,93336.5344558996
2012,outside WI landlord,8,118,85800,114077.98655721062
2012,outside WI landlord,9,347,98200,130564.78181722708
2012,owner occupied,1,6721,70900,94267.24063993279
2012,owner occupied,10,7775,114900,152768.77220773313
2012,owner occupied,11,10150,126100,167660.0711522641
2012,owner occupied,12,3778,64100,85226.09485218184
2012,owner occupied,13,9317,126700,168457.81931000683
2012,owner occupied,14,9078,126900,168723.73536258776
2012,owner occupied,15,3884,45100,59964.06985699533
2012,owner occupied,2,6900,80700,107297.1272163974
2012,owner occupied,3,4310,200700,266846.75876494375
2012,owner occupied,4,2412,193950,257872.091990338
2012,owner occupied,5,9667,111300,147982.28326127672
2012,owner occupied,6,4794,44500,59166.3216992526
2012,owner occupied,7,6835,71900,95596.82090283734
2012,owner occupied,8,5131,84300,112083.6161628538
2012,owner occupied,9,6588,105600,140403.67576272078
2012,owner occupied,NA,3,58100,77248.61327475452
2012,rest of Wisconsin landlord,1,177,54600,72595.08235458858
2012,rest of Wisconsin landlord,10,146,101050,134354.08556650506
2012,rest of Wisconsin landlord,11,93,123300,163937.24641613135
2012,rest of Wisconsin landlord,12,103,64900,86289.75906250547
2012,rest of Wisconsin landlord,13,94,121250,161211.60687717702
2012,rest of Wisconsin landlord,14,159,125900,167394.1550996832
2012,rest of Wisconsin landlord,15,300,39600,52651.37841102029
2012,rest of Wisconsin landlord,2,100,77300,102776.55432252193
2012,rest of Wisconsin landlord,3,132,181000,240654.02758572405
2012,rest of Wisconsin landlord,4,97,164700,218981.86930037985
2012,rest of Wisconsin landlord,5,110,99200,131894.36208013163
2012,rest of Wisconsin landlord,6,110,40800,54246.874726505754
2012,rest of Wisconsin landlord,7,142,56500,75121.28485410723
2012,rest of Wisconsin landlord,8,97,81500,108360.79142672106
2012,rest of Wisconsin landlord,9,67,95900,127506.74721254662
2012,suburbs landlord,1,931,65200,86688.63314137683
2012,suburbs landlord,10,1049,104000,138276.34734207348
2012,suburbs landlord,11,580,135500,180158.1256235669
2012,suburbs landlord,12,777,60100,79907.77380056362
2012,suburbs landlord,13,413,128200,170452.18970436367
2012,suburbs landlord,14,794,125450,166795.84398137615
2012,suburbs landlord,15,702,40600,53980.95867392484
2012,suburbs landlord,2,1015,77800,103441.3444539742
2012,suburbs landlord,3,760,194350,258403.92409549982
2012,suburbs landlord,4,369,145300,193188.01220003152
2012,suburbs landlord,5,834,108600,144392.41655143443
2012,suburbs landlord,6,885,43400,57703.78341005759
2012,suburbs landlord,7,1114,67100,89214.83564089549
2012,suburbs landlord,8,633,77900,103574.30248026467
2012,suburbs landlord,9,803,75300,100117.39379671283
2012,NA,1,1,62000,82433.97630008227
2012,NA,10,1,111100,147716.36720869582
2012,NA,12,3,61400,81636.22814233955
2012,NA,14,1,154100,204888.31851359157
2012,NA,15,2,43350,57637.30439691236
2012,NA,2,2,66850,88882.44057516934
2012,NA,3,2,233650,310656.42842764873
2012,NA,6,2,49800,66213.09709264673
2012,NA,7,1,43600,57969.6994626385
2012,NA,8,2,66700,88683.00353573367
2013,City of Milwaukee,1,93,51200,66926.19415345567
2013,City of Milwaukee,10,13,62700,81958.44479339199
2013,City of Milwaukee,12,33,49200,64311.8896943363
2013,City of Milwaukee,13,1,117000,152936.81085848267
2013,City of Milwaukee,14,10,90350,118101.20394071717
2013,City of Milwaukee,15,135,31700,41436.72567704188
2013,City of Milwaukee,2,25,60100,78559.84899653682
2013,City of Milwaukee,3,2,87800,114767.96575533999
2013,City of Milwaukee,4,5,76200,99604.99989244768
2013,City of Milwaukee,5,6,69100,90324.21906257395
2013,City of Milwaukee,6,147,33100,43266.73879842544
2013,City of Milwaukee,7,83,39600,51763.22829056336
2013,City of Milwaukee,8,16,67300,87971.34504936653
2013,City of Milwaukee,9,16,43650,57057.19482028007
2013,City of Milwaukee landlord,1,2192,56800,74246.24663898988
2013,City of Milwaukee landlord,10,1000,92450,120846.2236227925
2013,City of Milwaukee landlord,11,434,131550,171955.87579857605
2013,City of Milwaukee landlord,12,1634,55700,72808.37918647422
2013,City of Milwaukee landlord,13,391,128200,167576.9158295511
2013,City of Milwaukee landlord,14,1149,120700,157773.27410785347
2013,City of Milwaukee landlord,15,2763,36700,47972.48682484029
2013,City of Milwaukee landlord,2,1136,71800,93853.53008238508
2013,City of Milwaukee landlord,3,1114,187550,245156.40065391816
2013,City of Milwaukee landlord,4,437,102100,133460.24263804342
2013,City of Milwaukee landlord,5,652,98600,128885.20983458454
2013,City of Milwaukee landlord,6,2858,38900,50848.221729871584
2013,City of Milwaukee landlord,7,2473,59200,77383.41198993311
2013,City of Milwaukee landlord,8,1077,72100,94245.67575125299
2013,City of Milwaukee landlord,9,789,73100,95552.82798081267
2013,bank,1,128,59450,77710.20004732304
2013,bank,10,77,95100,124310.17703112566
2013,bank,11,40,123300,161171.86990470864
2013,bank,12,54,59300,77514.12721288909
2013,bank,13,54,113850,148819.28133536968
2013,bank,14,67,111800,146139.61926477234
2013,bank,15,89,42000,54900.3936415066
2013,bank,2,121,72700,95029.96708898881
2013,bank,3,20,159600,208621.49583772506
2013,bank,4,14,68950,90128.14622814
2013,bank,5,89,94600,123656.60091634581
2013,bank,6,73,41400,54116.10230377079
2013,bank,7,170,66550,86990.98087719677
2013,bank,8,83,82300,107578.62849276174
2013,bank,9,67,93800,122610.87913269807
2013,outside WI landlord,1,323,57500,75161.25319968165
2013,outside WI landlord,10,190,108000,141172.44079244556
2013,outside WI landlord,11,127,130900,171106.22684936223
2013,outside WI landlord,12,183,64900,84834.1796984233
2013,outside WI landlord,13,104,127050,166073.69076555746
2013,outside WI landlord,14,243,127600,166792.62449181528
2013,outside WI landlord,15,306,35550,46469.26176084665
2013,outside WI landlord,2,242,71450,93396.02680203921
2013,outside WI landlord,3,277,190100,248489.63883929534
2013,outside WI landlord,4,356,165600,216464.40921508317
2013,outside WI landlord,5,240,95750,125159.82598033945
2013,outside WI landlord,6,358,40600,53070.38052012304
2013,outside WI landlord,7,393,65300,85357.04059024717
2013,outside WI landlord,8,127,81800,106925.0523779819
2013,outside WI landlord,9,342,85000,111107.93951257288
2013,owner occupied,1,6496,64100,83788.45791477554
2013,owner occupied,10,7649,113200,147969.6323861559
2013,owner occupied,11,10021,124900,163263.31347200414
2013,owner occupied,12,3731,61800,80782.00778678828
2013,owner occupied,13,9217,126900,165877.6179311235
2013,owner occupied,14,8970,127250,166335.1212114694
2013,owner occupied,15,3776,45400,59344.711222009515
2013,owner occupied,2,6660,75350,98493.92049732196
2013,owner occupied,3,4273,197700,258423.99578394892
2013,owner occupied,4,2463,198100,258946.85667577278
2013,owner occupied,5,9531,103800,135682.4014282949
2013,owner occupied,6,4697,42600,55684.684979242404
2013,owner occupied,7,6590,68500,89539.92772483814
2013,owner occupied,8,5037,83900,109670.07206005722
2013,owner occupied,9,6534,99000,129408.0707264084
2013,owner occupied,NA,3,58100,75945.54453741746
2013,rest of Wisconsin landlord,1,202,48350,63200.81029921057
2013,rest of Wisconsin landlord,10,153,95000,124179.46180816968
2013,rest of Wisconsin landlord,11,91,122200,159734.002452193
2013,rest of Wisconsin landlord,12,99,63400,82873.45135408377
2013,rest of Wisconsin landlord,13,111,122200,159734.002452193
2013,rest of Wisconsin landlord,14,170,128300,167707.63105250706
2013,rest of Wisconsin landlord,15,325,40000,52286.08918238724
2013,rest of Wisconsin landlord,2,118,71950,94049.60291681904
2013,rest of Wisconsin landlord,3,137,173800,227183.05749747253
2013,rest of Wisconsin landlord,4,106,176850,231169.87179762957
2013,rest of Wisconsin landlord,5,102,91400,119473.71378175484
2013,rest of Wisconsin landlord,6,142,37800,49410.35427735594
2013,rest of Wisconsin landlord,7,167,53800,70324.78995031083
2013,rest of Wisconsin landlord,8,123,75600,98820.70855471188
2013,rest of Wisconsin landlord,9,79,85200,111369.36995848481
2013,suburbs landlord,1,986,55200,72154.80307169439
2013,suburbs landlord,10,1088,99650,130257.71967562221
2013,suburbs landlord,11,669,130700,170844.7964034503
2013,suburbs landlord,12,790,57700,75422.68364559358
2013,suburbs landlord,13,460,128000,167315.48538363917
2013,suburbs landlord,14,846,125600,164178.32003269592
2013,suburbs landlord,15,688,39450,51567.15545612941
2013,suburbs landlord,2,1097,72800,95160.68231194477
2013,suburbs landlord,3,786,190900,249535.3606229431
2013,suburbs landlord,4,352,158100,206660.76749338556
2013,suburbs landlord,5,902,100150,130911.29579040204
2013,suburbs landlord,6,894,42200,55161.824087418536
2013,suburbs landlord,7,1164,64850,84768.8220869453
2013,suburbs landlord,8,668,77000,100650.72167609543
2013,suburbs landlord,9,829,70000,91500.65606917767
2013,NA,1,2,62850,82154.51762782593
2013,NA,10,1,99900,130584.50773301213
2013,NA,12,2,134850,176269.47815612296
2013,NA,14,2,144000,188229.92105659406
2013,NA,15,2,38900,50848.221729871584
2013,NA,2,3,64300,84049.88836068749
2013,NA,3,2,225500,294762.82776570803
2013,NA,5,1,93400,122088.0182408742
2013,NA,6,5,32200,42090.30179182172
2013,NA,7,2,46800,61174.72434339306
2013,NA,8,4,49300,64442.604917292265
2013,NA,9,1,155800,203654.31736539828
2014,City of Milwaukee,1,58,46950,60132.67637871948
2014,City of Milwaukee,10,7,39400,50462.778473302395
2014,City of Milwaukee,12,25,47700,61093.26226336356
2014,City of Milwaukee,13,4,184850,236752.40103527787
2014,City of Milwaukee,14,6,107000,137043.58620922224
2014,City of Milwaukee,15,122,31400,40216.529037098866
2014,City of Milwaukee,2,15,59900,76718.79265357395
2014,City of Milwaukee,3,1,119800,153437.5853071479
2014,City of Milwaukee,4,8,55450,71019.31640468573
2014,City of Milwaukee,5,4,61500,78768.04254081465
2014,City of Milwaukee,6,94,32450,41561.34927560057
2014,City of Milwaukee,7,78,43950,56290.33284014316
2014,City of Milwaukee,8,9,62800,80433.05807419773
2014,City of Milwaukee,9,8,48800,62502.12156084155
2014,City of Milwaukee landlord,1,2279,52200,66856.77757122806
2014,City of Milwaukee landlord,10,1021,92700,118728.41534200843
2014,City of Milwaukee landlord,11,427,133700,171240.44370255154
2014,City of Milwaukee landlord,12,1660,52850,67689.28533791959
2014,City of Milwaukee landlord,13,398,126650,162210.93638689717
2014,City of Milwaukee landlord,14,1142,121650,155807.03048926996
2014,City of Milwaukee landlord,15,2719,34800,44571.18504748536
2014,City of Milwaukee landlord,2,1207,68000,87093.12020773003
2014,City of Milwaukee landlord,3,1081,188300,241171.09610464066
2014,City of Milwaukee landlord,4,401,93200,119368.80593177116
2014,City of Milwaukee landlord,5,683,99300,127181.57112687636
2014,City of Milwaukee landlord,6,2756,37200,47645.05987834642
2014,City of Milwaukee landlord,7,2526,57900,74157.23029452306
2014,City of Milwaukee landlord,8,1110,70350,90102.95597961481
2014,City of Milwaukee landlord,9,799,66300,84915.79220253677
2014,bank,1,115,57100,73132.60535090271
2014,bank,10,75,95000,121674.21205491695
2014,bank,11,49,128300,164324.22533311415
2014,bank,12,60,57250,73324.72252783153
2014,bank,13,45,117200,150107.55424038175
2014,bank,14,42,106850,136851.46903229342
2014,bank,15,72,42750,54753.395424712624
2014,bank,2,108,73650,94329.53387204878
2014,bank,3,34,222750,285294.0077392921
2014,bank,4,12,69850,89462.5653898521
2014,bank,5,70,100950,129294.86007309332
2014,bank,6,83,40200,51487.40341692275
2014,bank,7,152,63400,81201.52678191301
2014,bank,8,66,81750,104703.86142620485
2014,bank,9,89,88200,112964.90003414395
2014,outside WI landlord,1,354,51550,66024.26980453651
2014,outside WI landlord,10,213,104000,133201.24267064594
2014,outside WI landlord,11,118,130450,167077.90486909385
2014,outside WI landlord,12,193,61800,79152.2768946723
2014,outside WI landlord,13,94,125500,160738.0380304429
2014,outside WI landlord,14,223,128400,164452.3034510667
2014,outside WI landlord,15,304,35150,45019.45846031928
2014,outside WI landlord,2,279,67200,86068.49526410968
2014,outside WI landlord,3,286,189250,242387.83822518983
2014,outside WI landlord,4,341,162300,207870.78543697917
2014,outside WI landlord,5,263,98100,125644.63371144581
2014,outside WI landlord,6,379,37400,47901.21611425152
2014,outside WI landlord,7,435,60700,77743.4175971943
2014,outside WI landlord,8,119,81900,104895.97860313367
2014,outside WI landlord,9,368,80700,103359.04118770313
2014,owner occupied,1,6324,58000,74285.30841247561
2014,owner occupied,10,7573,113700,145624.8201120427
2014,owner occupied,11,10036,126100,161506.50673815818
2014,owner occupied,12,3712,59400,76078.40206381123
2014,owner occupied,13,9226,127100,162787.28791768363
2014,owner occupied,14,9026,131600,168550.80322554812
2014,owner occupied,15,3682,42200,54048.96577597364
2014,owner occupied,2,6517,73200,93753.18234126232
2014,owner occupied,3,4239,199100,255003.53284351542
2014,owner occupied,4,2483,207100,265249.78227971896
2014,owner occupied,5,9399,106300,136147.03938355445
2014,owner occupied,6,4565,39900,51103.16906306512
2014,owner occupied,7,6395,67900,86965.04208977749
2014,owner occupied,8,5023,83900,107457.54096218455
2014,owner occupied,9,6482,99100,126925.41489097125
2014,owner occupied,NA,3,60500,77487.26136128922
2014,rest of Wisconsin landlord,1,209,45000,57635.15307864487
2014,rest of Wisconsin landlord,10,166,91350,116999.36074964909
2014,rest of Wisconsin landlord,11,93,121000,154974.52272257843
2014,rest of Wisconsin landlord,12,87,61400,78639.96442286212
2014,rest of Wisconsin landlord,13,108,121600,155742.99143029368
2014,rest of Wisconsin landlord,14,151,129700,166117.31898444978
2014,rest of Wisconsin landlord,15,368,37350,47837.17705527524
2014,rest of Wisconsin landlord,2,126,68900,88245.82326930293
2014,rest of Wisconsin landlord,3,135,181700,232717.94031977272
2014,rest of Wisconsin landlord,4,97,176900,226570.19065805062
2014,rest of Wisconsin landlord,5,126,96050,123019.03229341866
2014,rest of Wisconsin landlord,6,179,36200,46364.278698820985
